Text version of loaded midi tracks
Midi events are: Cumulative-midi-time time status data1 data2 data2
Cumulative midi time starts with the first note-on event, if there is one.
The status byte is printed in hex.  All others are decimal integers.

Number of tracks: 1

Track 0: 2347 events (skipping sysex)
     32342      0 80  77  64   0
     32362     20 90  77  56   0
     32382     20 80  59  64   0
     32382      0 80  56  64   0
     32390      8 80  65  64   0
     32438     48 90  77  54   0
     32506     68 80  77  64   0
     32592     86 90  51  52   0
     32592      0 90  77  62   0
     32670     78 90  79  64   0
     32698     28 80  77  64   0
     32718     20 80  51  64   0
     32756     38 90  77  61   0
     32794     38 80  79  64   0
     32842     48 90  75  76   0
     32852     10 80  77  64   0
     32870     18 90  63  48   0
     32870      0 90  60  44   0
     32880     10 90  68  39   0
     32918     38 80  68  64   0
     32948     30 80  63  64   0
     32948      0 80  60  64   0
     32966     18 B0  64 127   0
     32976     10 80  75  64   0
     32976      0 90  80  71   0
     33092    116 90  84  81   0
     33110     18 90  63  52   0
     33110      0 90  60  47   0
     33120     10 80  80  64   0
     33120      0 90  68  38   0
     33158     38 80  63  64   0
     33158      0 80  60  64   0
     33158      0 80  84  64   0
     33158      0 80  68  64   0
     33332    174 B0  64   0   0
     33370     38 90  89  80   0
     33390     20 90  51  58   0
     33514    124 80  51  64   0
     33562     48 B0  64 127   0
     33620     58 80  89  64   0
     33648     28 90  87  55   0
     33648      0 90  63  45   0
     33648      0 90  61  41   0
     33668     20 90  67  27   0
     33696     28 80  63  64   0
     33696      0 80  61  64   0
     33706     10 80  67  64   0
     33764     58 90  85  49   0
     33774     10 80  87  64   0
     33870     96 80  85  64   0
     33878      8 90  67  38   0
     33878      0 90  79  58   0
     33888     10 90  63  27   0
     33888      0 90  61  24   0
     33936     48 80  67  64   0
     33936      0 80  63  64   0
     33936      0 80  61  64   0
     33966     30 80  79  64   0
     34070    104 B0  64   0   0
     34148     78 90  82  48   0
     34148      0 90  56  43   0
     34272    124 80  56  64   0
     34292     20 B0  64 127   0
     34310     18 80  82  64   0
     34388     78 90  80  43   0
     34406     18 90  63  43   0
     34406      0 90  60  39   0
     34446     40 80  63  64   0
     34446      0 80  60  64   0
     34512     66 80  80  64   0
     34522     10 90  75  35   0
     34628    106 90  68  42   0
     34638     10 80  75  64   0
     34638      0 90  63  44   0
     34638      0 90  60  40   0
     34638      0 90  72  45   0
     34676     38 80  63  64   0
     34676      0 80  60  64   0
     34676      0 80  68  64   0
     34694     18 80  72  64   0
     34820    126 B0  64   0   0
     34886     66 90  75  57   0
     34886      0 90  44  52   0
     34974     88 80  75  64   0
     34992     18 90  75  51   0
     35012     20 80  44  64   0
     35098     86 80  75  64   0
     35118     20 90  75  53   0
     35126      8 90  56  36   0
     35126      0 90  51  33   0
     35146     20 B0  64 127   0
     35174     28 80  56  64   0
     35174      0 80  51  64   0
     35222     48 80  75  64   0
     35252     30 90  75  43   0
     35348     96 80  75  64   0
     35366     18 90  75  49   0
     35366      0 90  60  37   0
     35376     10 90  56  41   0
     35376      0 90  51  37   0
     35424     48 80  56  64   0
     35424      0 80  51  64   0
     35424      0 80  60  64   0
     35482     58 80  75  64   0
     35510     28 90  75  47   0
     35520     10 B0  64   0   0
     35550     30 80  75  64   0
     35598     48 90  77  54   0
     35606      8 90  44  53   0
     35702     96 90  75  64   0
     35742     40 80  77  64   0
     35750      8 80  44  64   0
     35828     78 90  72  49   0
     35828      0 80  75  64   0
     35866     38 90  56  36   0
     35866      0 90  51  33   0
     35914     48 80  72  64   0
     35914      0 80  56  64   0
     35914      0 80  51  64   0
     35934     20 90  68  53   0
     36030     96 80  68  64   0
     36048     18 90  63  42   0
     36106     58 90  56  30   0
     36106      0 90  51  27   0
     36134     28 80  63  64   0
     36164     30 90  64  50   0
     36164      0 80  56  64   0
     36164      0 80  51  64   0
     36260     96 80  64  64   0
     36298     38 90  65  37   0
     36318     20 90  44  36   0
     36394     76 80  65  64   0
     36414     20 90  65  44   0
     36442     28 80  44  64   0
     36490     48 80  65  64   0
     36558     68 90  65  34   0
     36566      8 90  56  28   0
     36566      0 90  50  25   0
     36606     40 80  56  64   0
     36606      0 80  50  64   0
     36614      8 80  65  64   0
     36654     40 90  65  38   0
     36740     86 80  65  64   0
     36798     58 90  56  30   0
     36798      0 90  50  27   0
     36806      8 90  65  31   0
     36806      0 90  59  24   0
     36846     40 80  59  64   0
     36854      8 80  56  64   0
     36854      0 80  50  64   0
     36854      0 80  65  64   0
     36902     48 90  65  47   0
     36942     40 80  65  64   0
     37028     86 90  63  35   0
     37038     10 90  44  33   0
     37114     76 80  63  64   0
     37124     10 80  44  64   0
     37134     10 90  68  40   0
     37268    134 90  72  32   0
     37268      0 80  68  64   0
     37278     10 90  56  22   0
     37278      0 90  51  20   0
     37316     38 80  56  64   0
     37316      0 80  51  64   0
     37326     10 80  72  64   0
     37364     38 90  75  44   0
     37478    114 90  80  49   0
     37498     20 80  75  64   0
     37556     58 80  80  64   0
     37594     38 90  76  43   0
     37642     48 80  76  64   0
     37718     76 90  77  38   0
     37718      0 90  50  33   0
     37806     88 80  77  64   0
     37806      0 90  77  54   0
     37834     28 80  50  64   0
     37910     76 80  77  64   0
     37958     48 90  77  42   0
     37958      0 90  59  40   0
     37958      0 90  56  36   0
     37998     40 80  59  64   0
     37998      0 80  56  64   0
     38006      8 80  77  64   0
     38054     48 90  77  50   0
     38160    106 80  77  64   0
     38190     30 90  65  32   0
     38198      8 90  59  43   0
     38198      0 90  56  39   0
     38198      0 90  77  50   0
     38246     48 80  59  64   0
     38246      0 80  56  64   0
     38246      0 80  65  64   0
     38304     58 90  77  54   0
     38382     78 80  77  64   0
     38438     56 90  77  51   0
     38448     10 90  51  45   0
     38516     68 90  79  64   0
     38534     18 80  77  64   0
     38564     30 80  51  64   0
     38592     28 90  77  52   0
     38612     20 80  79  64   0
     38650     38 80  77  64   0
     38670     20 90  75  58   0
     38718     48 90  63  47   0
     38718      0 90  60  43   0
     38726      8 90  68  37   0
     38756     30 B0  64 127   0
     38774     18 80  68  64   0
     38784     10 90  80  63   0
     38784      0 80  63  64   0
     38784      0 80  60  64   0
     38794     10 80  75  64   0
     38918    124 90  84  74   0
     38938     20 80  80  64   0
     38966     28 90  63  51   0
     38966      0 90  60  46   0
     38976     10 90  68  31   0
     38986     10 80  84  64   0
     39006     20 80  63  64   0
     39006      0 80  60  64   0
     39024     18 80  68  64   0
     39206    182 90  89  71   0
     39216     10 B0  64   0   0
     39226     10 90  51  47   0
     39418    192 80  51  64   0
     39476     58 B0  64 127   0
     39504     28 90  63  38   0
     39504      0 90  61  34   0
     39504      0 90  87  54   0
     39524     20 90  67  24   0
     39534     10 80  89  64   0
     39572     38 80  67  64   0
     39590     18 80  63  64   0
     39590      0 80  61  64   0
     39630     40 90  85  53   0
     39638      8 80  87  64   0
     39754    116 80  85  64   0
     39764     10 90  79  64   0
     39774     10 90  67  35   0
     39774      0 90  63  37   0
     39774      0 90  61  34   0
     39822     48 80  63  64   0
     39822      0 80  61  64   0
     39830      8 80  67  64   0
     39850     20 80  79  64   0
     40004    154 B0  64   0   0
     40080     76 90  80  78   0
     40080      0 90  56  53   0
     40148     68 80  80  64   0
     40224     76 B0  64 127   0
     40224      0 80  56  64   0
     40398    174 90  60  57   0
     40406      8 90  68  49   0
     40454     48 80  68  64   0
     40494     40 80  60  64   0
     40704    210 90  72  64   0
     40704      0 90  68  47   0
     40704      0 90  65  55   0
     40742     38 80  72  64   0
     40742      0 80  65  64   0
     40752     10 80  68  64   0
     40782     30 90  74  66   0
     40810     28 80  74  64   0
     40858     48 90  72  62   0
     40886     28 80  72  64   0
     40916     30 90  74  73   0
     40992     76 90  72  73   0
     41012     20 80  74  64   0
     41022     10 B0  64   0   0
     41030      8 90  70  82   0
     41050     20 90  58  66   0
     41050      0 90  46  59   0
     41060     10 80  72  64   0
     41098     38 80  70  64   0
     41136     38 80  58  64   0
     41136      0 80  46  64   0
     41338    202 90  74  64   0
     41348     10 90  65  43   0
     41348      0 90  58  39   0
     41348      0 90  68  35   0
     41386     38 80  65  64   0
     41386      0 80  58  64   0
     41396     10 80  68  64   0
     41406     10 B0  64 127   0
     41454     48 90  75  67   0
     41510     56 80  74  64   0
     41568     58 90  77  71   0
     41568      0 90  74  61   0
     41598     30 90  65  56   0
     41598      0 90  58  51   0
     41598      0 90  68  46   0
     41598      0 80  75  64   0
     41646     48 80  68  64   0
     41646      0 80  65  64   0
     41646      0 80  58  64   0
     41674     28 80  77  64   0
     41674      0 80  74  64   0
     41846    172 90  70  75   0
     41856     10 90  51  54   0
     41866     10 B0  64   0   0
     41924     58 80  70  64   0
     41924      0 80  51  64   0
     42116    192 90  75  55   0
     42144     28 90  63  50   0
     42144      0 90  58  46   0
     42144      0 90  67  39   0
     42192     48 80  67  64   0
     42192      0 00   0   0   0
     42212     20 90  77  60   0
     42222     10 80  63  64   0
     42222      0 80  58  64   0
     42308     86 B0  64 127   0
     42336     28 80  75  64   0
     42346     10 90  79  66   0
     42346      0 90  75  57   0
     42384     38 80  77  64   0
     42384      0 90  67  35   0
     42394     10 90  63  46   0
     42394      0 90  58  42   0
     42452     58 80  67  64   0
     42462     10 80  79  64   0
     42462      0 80  75  64   0
     42462      0 80  63  64   0
     42462      0 80  58  64   0
     42586    124 B0  64   0   0
     42614     28 90  70  71   0
     42644     30 90  50  47   0
     42682     38 80  70  64   0
     42720     38 80  50  64   0
     42884    164 90  77  48   0
     42902     18 90  65  40   0
     42902      0 90  58  36   0
     42922     20 90  68  25   0
     42960     38 80  65  64   0
     42960      0 80  58  64   0
     42960      0 80  68  64   0
     42990     30 90  79  53   0
     43038     48 B0  64 127   0
     43094     56 80  77  64   0
     43124     30 90  80  56   0
     43124      0 90  77  48   0
     43142     18 80  79  64   0
     43142      0 90  65  37   0
     43142      0 90  58  34   0
     43152     10 90  68  38   0
     43200     48 80  68  64   0
     43200      0 80  65  64   0
     43200      0 80  58  64   0
     43210     10 80  80  64   0
     43210      0 80  77  64   0
     43286     76 B0  64   0   0
     43392    106 90  51  44   0
     43402     10 90  82  55   0
     43402      0 90  73  46   0
     43402      0 90  79  47   0
     43546    144 B0  64 127   0
     43662    116 80  51  64   0
     43662      0 90  61  44   0
     43662      0 90  58  40   0
     43670      8 90  67  33   0
     43690     20 80  82  64   0
     43690      0 80  73  64   0
     43690      0 80  79  64   0
     43718     28 80  61  64   0
     43718      0 80  58  64   0
     43718      0 80  67  64   0
     43882    164 90  82  47   0
     43882      0 90  73  39   0
     43882      0 90  79  40   0
     43910     28 90  52  46   0
     43978     68 B0  64   0   0
     43998     20 90  82  57   0
     43998      0 90  73  47   0
     43998      0 90  79  49   0
     44064     66 80  52  64   0
     44112     48 90  82  70   0
     44112      0 90  73  58   0
     44112      0 90  79  60   0
     44132     20 90  53  47   0
     44198     66 B0  64 127   0
     44266     68 80  53  64   0
     44276     10 80  82  64   0
     44400    124 90  56  37   0
     44410     10 90  84  49   0
     44430     20 90  65  36   0
     44496     66 80  65  64   0
     44496      0 80  56  64   0
     44526     30 90  82  51   0
     44574     48 80  84  64   0
     44640     66 90  80  47   0
     44640      0 90  72  40   0
     44650     10 80  82  64   0
     44650      0 80  73  64   0
     44650      0 80  79  64   0
     44678     28 90  44  31   0
     44718     40 80  80  64   0
     44718      0 80  72  64   0
     44726      8 B0  64   0   0
     44774     48 80  44  64   0
     44918    144 90  80  46   0
     44918      0 90  71  40   0
     44948     30 90  46  38   0
     44966     18 B0  64 127   0
     44986     20 80  80  64   0
     45006     20 80  46  64   0
     45198    192 90  82  40   0
     45206      8 90  55  33   0
     45216     10 90  63  22   0
     45254     38 80  55  64   0
     45264     10 80  63  64   0
     45322     58 90  80  38   0
     45332     10 80  82  64   0
     45418     86 90  55  34   0
     45438     20 80  80  64   0
     45438      0 80  71  64   0
     45446      8 90  63  24   0
     45446      0 90  79  54   0
     45446      0 90  70  46   0
     45476     30 80  55  64   0
     45504     28 80  63  64   0
     45534     30 80  79  64   0
     45534      0 80  70  64   0
     45620     86 B0  64   0   0
     45706     86 90  79  53   0
     45706      0 90  70  46   0
     45716     10 90  46  33   0
     45830    114 80  46  64   0
     45840     10 80  79  64   0
     45850     10 B0  64 127   0
     45966    116 90  80  39   0
     45994     28 90  53  28   0
     46004     10 90  62  20   0
     46042     38 80  53  64   0
     46052     10 80  62  64   0
     46100     48 90  79  46   0
     46118     18 80  80  64   0
     46224    106 90  77  41   0
     46224      0 90  68  35   0
     46224      0 90  58  34   0
     46224      0 80  79  64   0
     46224      0 80  70  64   0
     46224      0 90  62  35   0
     46272     48 80  77  64   0
     46272      0 80  68  64   0
     46272      0 80  62  64   0
     46282     10 80  58  64   0
     46406    124 B0  64   0   0
     46484     78 90  51  38   0
     46494     10 90  77  53   0
     46494      0 90  68  46   0
     46598    104 80  77  64   0
     46618     20 B0  64 127   0
     46628     10 80  51  64   0
     46762    134 90  79  38   0
     46790     28 90  58  25   0
     46848     58 80  58  64   0
     46868     20 90  77  50   0
     46896     28 80  79  64   0
     46992     96 80  77  64   0
     46992      0 80  68  64   0
     47012     20 90  63  37   0
     47022     10 90  75  28   0
     47022      0 90  67  24   0
     47022      0 90  58  29   0
     47060     38 80  63  64   0
     47070     10 80  75  64   0
     47070      0 80  67  64   0
     47070      0 80  58  64   0
     47174    104 B0  64   0   0
     47280    106 90  70  52   0
     47290     10 90  46  36   0
     47386     96 80  70  64   0
     47406     20 80  46  64   0
     47406      0 90  74  45   0
     47414      8 B0  64 127   0
     47540    126 90  75  53   0
     47558     18 90  65  32   0
     47558      0 90  58  29   0
     47588     30 80  74  64   0
     47606     18 80  65  64   0
     47606      0 80  58  64   0
     47654     48 90  76  63   0
     47654      0 80  75  64   0
     47790    136 90  77  74   0
     47790      0 90  74  64   0
     47798      8 90  65  53   0
     47798      0 90  58  48   0
     47798      0 90  68  43   0
     47818     20 80  76  64   0
     47904     86 80  68  64   0
     47914     10 80  65  64   0
     47914      0 80  58  64   0
     47914      0 80  77  64   0
     47914      0 80  74  64   0
     48086    172 90  51  57   0
     48096     10 90  70  74   0
     48096      0 B0  64   0   0
     48222    126 90  74  64   0
     48250     28 80  70  64   0
     48318     68 B0  64 127   0
     48336     18 80  51  64   0
     48366     30 90  63  46   0
     48366      0 90  58  42   0
     48374      8 90  75  69   0
     48384     10 90  67  31   0
     48432     48 80  67  64   0
     48432      0 80  74  64   0
     48462     30 80  63  64   0
     48462      0 80  58  64   0
     48500     38 90  77  69   0
     48538     38 80  75  64   0
     48644    106 90  63  38   0
     48644      0 90  58  34   0
     48644      0 90  67  45   0
     48662     18 90  79  76   0
     48662      0 90  75  66   0
     48710     48 80  77  64   0
     48846    136 80  67  64   0
     48932     86 80  63  64   0
     48932      0 80  58  64   0
     48942     10 B0  64   0   0
     48950      8 90  70  65   0
     48950      0 80  79  64   0
     48950      0 80  75  64   0
     48980     30 90  50  49   0
     49104    124 90  76  53   0
     49152     48 80  70  64   0
     49182     30 B0  64 127   0
     49268     86 90  65  34   0
     49268      0 90  58  31   0
     49268      0 90  77  53   0
     49296     28 80  50  64   0
     49296      0 90  68  29   0
     49326     30 80  76  64   0
     49364     38 80  68  64   0
     49392     28 80  65  64   0
     49392      0 80  58  64   0
     49402     10 80  77  64   0
     49422     20 90  79  54   0
     49556    134 90  80  49   0
     49556      0 90  77  42   0
     49566     10 90  65  40   0
     49566      0 90  58  36   0
     49574      8 90  68  30   0
     49584     10 80  79  64   0
     49632     48 80  68  64   0
     49670     38 80  65  64   0
     49670      0 80  58  64   0
     49814    144 B0  64   0   0
     49834     20 80  80  64   0
     49834      0 80  77  64   0
     49862     28 90  82  35   0
     49862      0 90  73  29   0
     49862      0 90  79  30   0
     49862      0 90  51  28   0
     50036    174 B0  64 127   0
     50112     76 80  82  64   0
     50112      0 80  73  64   0
     50112      0 80  79  64   0
     50142     30 90  61  28   0
     50142      0 90  58  25   0
     50150      8 90  67  24   0
     50150      0 80  51  64   0
     50208     58 80  67  64   0
     50218     10 80  61  64   0
     50218      0 80  58  64   0
     50246     28 90  82  55   0
     50246      0 90  79  47   0
     50352    106 80  82  64   0
     50352      0 80  79  64   0
     50382     30 90  73  61   0
     50390      8 90  52  46   0
     50458     68 B0  64   0   0
     50506     48 80  73  64   0
     50526     20 90  82  66   0
     50526      0 90  79  57   0
     50602     76 80  52  64   0
     50612     10 80  82  64   0
     50612      0 80  79  64   0
     50640     28 90  73  66   0
     50640      0 90  73  57   0
     50660     20 90  53  50   0
     50670     10 B0  64 127   0
     50766     96 90  82  58   0
     50862     96 80  53  64   0
     50880     18 80  82  64   0
     50910     30 90  84  55   0
     50938     28 90  65  37   0
     50938      0 90  56  47   0
     50986     48 80  65  64   0
     51014     28 90  82  53   0
     51044     30 80  56  64   0
     51082     38 80  84  64   0
     51168     86 90  80  54   0
     51168      0 90  72  46   0
     51188     20 90  44  43   0
     51188      0 80  82  64   0
     51188      0 80  73  64   0
     51332    144 B0  64   0   0
     51342     10 80  44  64   0
     51408     66 80  80  64   0
     51408      0 80  72  64   0
     51438     30 90  71  58   0
     51438      0 90  71  50   0
     51466     28 90  46  41   0
     51572    106 90  80  51   0
     51600     28 80  46  64   0
     51668     68 80  80  64   0
     51668      0 B0  64 127   0
     51696     28 90  55  49   0
     51706     10 90  82  51   0
     51716     10 90  63  26   0
     51734     18 80  55  64   0
     51754     20 80  63  64   0
     51822     68 90  80  55   0
     51830      8 80  82  64   0
     51936    106 80  80  64   0
     51936      0 80  71  64   0
     51946     10 90  79  51   0
     51946      0 90  70  44   0
     51956     10 90  63  35   0
     51966     10 90  55  46   0
     52014     48 80  55  64   0
     52022      8 80  63  64   0
     52032     10 80  79  64   0
     52032      0 80  70  64   0
     52090     58 B0  64   0   0
     52214    124 90  70  42   0
     52214      0 90  70  36   0
     52234     20 90  46  43   0
     52330     96 B0  64 127   0
     52358     28 80  46  64   0
     52368     10 90  79  54   0
     52464     96 80  79  64   0
     52494     30 90  53  34   0
     52502      8 90  80  50   0
     52550     48 80  53  64   0
     52598     48 90  79  51   0
     52628     30 80  80  64   0
     52714     86 90  77  54   0
     52714      0 90  68  46   0
     52724     10 80  79  64   0
     52724      0 80  70  64   0
     52742     18 90  58  44   0
     52742      0 90  58  44   0
     52742      0 90  62  37   0
     52790     48 80  62  64   0
     52886     96 80  77  64   0
     52886      0 80  68  64   0
     52916     30 B0  64   0   0
     52982     66 90  75  68   0
     52982      0 90  67  59   0
     52992     10 90  51  58   0
     53070     78 80  75  64   0
     53070      0 80  67  64   0
     53108     38 80  51  64   0
     53108      0 80  58  64   0
     53242    134 90  75  50   0
     53338     96 80  75  64   0
     53376     38 90  75  56   0
     53462     86 80  75  64   0
     53492     30 90  75  49   0
     53530     38 90  61  50   0
     53540     10 90  55  49   0
     53540      0 90  51  45   0
     53578     38 80  55  64   0
     53578      0 80  51  64   0
     53588     10 80  61  64   0
     53588      0 80  75  64   0
     53636     48 90  75  53   0
     53732     96 80  75  64   0
     53770     38 90  44  57   0
     53780     10 90  75  54   0
     53866     86 80  75  64   0
     53876     10 80  44  64   0
     53894     18 90  75  47   0
     53990     96 80  75  64   0
     54020     30 90  56  33   0
     54020      0 90  51  30   0
     54030     10 90  75  44   0
     54068     38 80  56  64   0
     54068      0 80  51  64   0
     54126     58 80  75  64   0
     54164     38 90  75  51   0
     54260     96 80  75  64   0
     54260      0 90  60  33   0
     54278     18 90  56  31   0
     54278      0 90  51  28   0
     54288     10 90  75  35   0
     54308     20 80  60  64   0
     54326     18 80  56  64   0
     54326      0 80  51  64   0
     54384     58 80  75  64   0
     54422     38 90  75  48   0
     54490     68 90  44  46   0
     54528     38 90  77  60   0
     54558     30 80  75  64   0
     54606     48 80  44  64   0
     54634     28 80  77  64   0
     54644     10 90  75  51   0
     54720     76 90  56  42   0
     54720      0 90  51  38   0
     54730     10 80  75  64   0
     54740     10 90  60  26   0
     54758     18 90  72  45   0
     54758      0 80  56  64   0
     54758      0 80  51  64   0
     54778     20 80  60  64   0
     54816     38 80  72  64   0
     54894     78 90  68  33   0
     54942     48 80  68  64   0
     54970     28 90  60  31   0
     54980     10 90  63  47   0
     54980      0 90  56  33   0
     54980      0 90  51  30   0
     55018     38 80  60  64   0
     55018      0 80  56  64   0
     55018      0 80  51  64   0
     55066     48 80  63  64   0
     55124     58 90  64  40   0
     55172     48 80  64  64   0
     55210     38 90  44  38   0
     55210      0 90  65  52   0
     55268     58 80  44  64   0
     55286     18 80  65  64   0
     55334     48 90  65  45   0
     55412     78 80  65  64   0
     55440     28 90  65  47   0
     55478     38 90  56  33   0
     55478      0 90  50  30   0
     55518     40 80  56  64   0
     55518      0 80  50  64   0
     55526      8 80  65  64   0
     55574     48 90  65  43   0
     55632     58 80  65  64   0
     55670     38 90  65  49   0
     55728     58 90  56  31   0
     55728      0 90  50  28   0
     55738     10 90  59  20   0
     55766     28 80  59  64   0
     55776     10 80  56  64   0
     55776      0 80  50  64   0
     55844     68 80  65  64   0
     55920     76 90  65  47   0
     55950     30 90  44  37   0
     56064    114 80  65  64   0
     56064      0 90  63  57   0
     56084     20 80  44  64   0
     56180     96 90  68  51   0
     56180      0 80  63  64   0
     56228     48 90  60  24   0
     56276     48 80  60  64   0
     56276      0 80  68  64   0
     56286     10 90  72  56   0
     56420    134 80  72  64   0
     56430     10 90  75  49   0
     56458     28 90  60  33   0
     56468     10 90  56  43   0
     56468      0 90  51  39   0
     56506     38 80  56  64   0
     56506      0 80  51  64   0
     56516     10 80  60  64   0
     56554     38 80  75  64   0
     56622     68 90  76  60   0
     56718     96 80  76  64   0
     56746     28 90  77  56   0
     56900    154 90  59  46   0
     56900      0 90  56  42   0
     57006    106 90  77  43   0
     57092     86 80  59  64   0
     57092      0 80  56  64   0
     57102     10 B0  64 127   0
     57130     28 80  77  64   0
     57158     28 90  77  56   0
     57226     68 80  77  64   0
     57264     38 90  77  60   0
     57360     96 80  77  64   0
     57380     20 90  77  55   0
     57398     18 B0  64   0   0
     57466     68 80  77  64   0
     57514     48 90  77  55   0
     57542     28 90  51  44   0
     57610     68 90  79  63   0
     57648     38 80  77  64   0
     57658     10 80  51  64   0
     57686     28 90  77  58   0
     57706     20 80  79  64   0
     57802     96 80  77  64   0
     57822     20 90  75  66   0
     57926    104 90  80  56   0
     57956     30 80  75  64   0
     58080    124 90  84  71   0
     58128     48 80  80  64   0
     58196     68 80  84  64   0
     58340    144 90  89  72   0
     58350     10 90  51  53   0
     58426     76 80  89  64   0
     58454     28 80  51  64   0
     58608    154 90  87  57   0
     58618     10 90  67  49   0
     58656     38 80  67  64   0
     58714     58 80  87  64   0
     58724     10 90  85  51   0
     58830    106 80  85  64   0
     58848     18 90  79  64   0
     58858     10 90  67  47   0
     58868     10 90  63  39   0
     58868      0 90  61  35   0
     58896     28 80  67  64   0
     58916     20 80  63  64   0
     58916      0 80  61  64   0
     58926     10 80  79  64   0
     59118    192 90  82  66   0
     59136     18 90  56  39   0
     59184     48 80  56  64   0
     59204     20 80  82  64   0
     59396    192 90  80  56   0
     59406     10 90  63  33   0
     59406      0 90  60  30   0
     59454     48 80  63  64   0
     59454      0 80  60  64   0
     59492     38 80  80  64   0
     59502     10 90  75  57   0
     59626    124 80  75  64   0
     59626      0 90  72  71   0
     59626      0 90  63  50   0
     59626      0 90  60  46   0
     59646     20 90  68  35   0
     59674     28 80  63  64   0
     59674      0 80  60  64   0
     59684     10 80  68  64   0
     59702     18 80  72  64   0
     59886    184 90  75  67   0
     59886      0 90  44  59   0
     59972     86 80  75  64   0
     59990     18 90  75  59   0
     60000     10 80  44  64   0
     60010     10 B0  64 127   0
     60086     76 80  75  64   0
     60116     30 90  75  55   0
     60134     18 90  60  33   0
     60144     10 90  56  33   0
     60144      0 90  51  30   0
     60182     38 80  56  64   0
     60182      0 80  51  64   0
     60182      0 80  60  64   0
     60212     30 80  75  64   0
     60250     38 90  75  52   0
     60336     86 80  75  64   0
     60346     10 90  75  63   0
     60366     20 90  60  40   0
     60374      8 90  56  44   0
     60374      0 90  51  40   0
     60414     40 80  56  64   0
     60414      0 80  51  64   0
     60422      8 80  60  64   0
     60500     78 80  75  64   0
     60558     58 B0  64   0   0
     60596     38 90  75  61   0
     60614     18 90  44  57   0
     60682     68 90  77  73   0
     60740     58 80  75  64   0
     60768     28 80  44  64   0
     60806     38 90  75  58   0
     60846     40 80  77  64   0
     60884     38 90  60  32   0
     60884      0 80  75  64   0
     60884      0 90  56  35   0
     60884      0 90  51  32   0
     60902     18 90  72  59   0
     60922     20 80  60  64   0
     60932     10 80  56  64   0
     60932      0 80  51  64   0
     61018     86 80  72  64   0
     61028     10 90  68  59   0
     61104     76 90  60  48   0
     61124     20 90  56  48   0
     61124      0 90  51  44   0
     61124      0 80  68  64   0
     61134     10 90  63  62   0
     61162     28 80  56  64   0
     61162      0 80  51  64   0
     61172     10 80  60  64   0
     61230     58 80  63  64   0
     61258     28 90  64  50   0
     61316     58 80  64  64   0
     61354     38 90  44  49   0
     61364     10 90  65  57   0
     61430     66 80  65  64   0
     61460     30 80  44  64   0
     61470     10 90  65  57   0
     61556     86 80  65  64   0
     61594     38 90  65  55   0
     61614     20 90  56  32   0
     61614      0 90  50  29   0
     61614      0 90  59  24   0
     61662     48 80  56  64   0
     61662      0 80  50  64   0
     61662      0 80  59  64   0
     61662      0 80  65  64   0
     61710     48 90  65  45   0
     61776     66 80  65  64   0
     61814     38 90  65  55   0
     61844     30 90  59  34   0
     61854     10 90  56  40   0
     61854      0 90  50  36   0
     61892     38 80  59  64   0
     61892      0 80  56  64   0
     61892      0 80  50  64   0
     61902     10 80  65  64   0
     61940     38 90  65  41   0
     61998     58 80  65  64   0
     62064     66 90  63  51   0
     62094     30 90  44  40   0
     62170     76 80  63  64   0
     62180     10 80  44  64   0
     62190     10 90  68  46   0
     62294    104 80  68  64   0
     62294      0 90  72  46   0
     62324     30 90  56  31   0
     62324      0 90  51  28   0
     62372     48 80  72  64   0
     62372      0 80  56  64   0
     62372      0 80  51  64   0
     62410     38 90  75  53   0
     62516    106 90  80  64   0
     62526     10 90  60  34   0
     62534      8 90  56  38   0
     62534      0 90  51  34   0
     62544     10 80  75  64   0
     62574     30 80  60  64   0
     62574      0 80  56  64   0
     62574      0 80  51  64   0
     62612     38 80  80  64   0
     62612      0 00   0   0   0
     62640     28 90  76  59   0
     62718     78 80  76  64   0
     62756     38 90  77  54   0
     62766     10 90  50  52   0
     62842     76 90  77  67   0
     62870     28 80  50  64   0
     62938     68 80  77  64   0
     62986     48 90  77  59   0
     62996     10 90  59  38   0
     62996      0 90  56  34   0
     63014     18 90  65  30   0
     63044     30 80  59  64   0
     63044      0 80  56  64   0
     63054     10 80  65  64   0
     63072     18 80  77  64   0
     63092     20 90  77  64   0
     63206    114 80  77  64   0
     63216     10 90  65  44   0
     63246     30 90  77  62   0
     63246      0 90  59  40   0
     63246      0 90  56  36   0
     63274     28 80  65  64   0
     63284     10 80  59  64   0
     63284      0 80  56  64   0
     63332     48 80  77  64   0
     63342     10 90  77  67   0
     63428     86 80  77  64   0
     63486     58 90  77  66   0
     63524     38 90  51  50   0
     63582     58 90  79  60   0
     63582      0 80  77  64   0
     63630     48 80  51  64   0
     63648     18 90  77  60   0
     63668     20 80  79  64   0
     63744     76 80  77  64   0
     63774     30 90  75  74   0
     63802     28 90  63  48   0
     63802      0 90  60  44   0
     63802      0 90  68  48   0
     63830     28 B0  64 127   0
     63840     10 80  68  64   0
     63878     38 80  63  64   0
     63878      0 80  60  64   0
     63888     10 80  75  64   0
     63918     30 90  80  71   0
     63984     66 80  80  64   0
     64090    106 90  84  77   0
     64100     10 90  63  60   0
     64100      0 90  60  55   0
     64118     18 90  68  29   0
     64138     20 80  63  64   0
     64138      0 80  60  64   0
     64166     28 80  84  64   0
